REF	ETUD	LOCA	REG	DPT	COM	INSEE	TICO	ADRS	STAT	AFFE	PPRO	DPRO	AUTR	SCLE	
PA00078265	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Hôtel Deheurles	Salengro (rue) 34 ; anciennement 42 rue de la Monnaie	Propriété d'une société privée		Façades et couvertures du bâtiment au fond de la première cour : inscription par arrêté du 16 juin 1926	1926/06/16 : inscrit MH		2e quart 16e siècle	
PA00078264	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Hôtel de Chapelaine	Turenne (rue de) 55	Propriété d'une personne privée		Façade sur rue et couverture : inscription par arrêté du 16 juin 1926	1926/06/16 : inscrit MH		2e quart 16e siècle	
PA00078263	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Hôtel d'Autruy	Général de Gaulle (rue du) 104 ; anciennement rue Thiers	Propriété d'une personne privée		Corps de bâtiment du 16S avec tourelle : inscription par arrêté du 21 décembre 1925	1925/12/21 : inscrit MH		16e siècle	
PA00078262	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Ancien Evêché		propriété de la commune		Les deux ailes du monument, la porte biaise du 16e siècle existant dans le mur à droite du passage d'entrée de la cour : classement par arrêté du 10 février 1909	1909/02/10 : classé MH		16e siècle ; 17e siècle ; 19e siècle	
PA00078261	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Urbain		Propriété de la commune		Eglise Saint-Urbain : classement par liste de 1840	1840 : classé MH		13e siècle	
PA00078260	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Rémy		Propriété de la commune		Eglise Saint-Rémy : classement par arrêté du 6 avril 1908	1908/04/06 : classé MH		14e siècle ; 16e siècle	
PA00078259	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Pantaléon		Propriété de la commune		Eglise Saint-Pantaléon : classement par liste de 1862	1862 : classé MH		16e siècle	
PA00078258	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Nizier		Propriété de la commune		Eglise Saint-Nizier : classement par liste de 1840	1840 : classé MH		16e siècle	
PA00078257	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Nicolas		Propriété de la commune		Eglise Saint-Nicolas : classement par arrêté du 12 juillet 1886	1886/07/12 : classé MH			
PA00078256	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Martin-es-Vignes		Propriété de la commune		Eglise Saint-Martin-es-Vignes : classement par arrêté du 6 avril 1908	1908/04/06 : classé MH		4e quart 16e siècle ; 17e siècle	
PA00078255	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise Saint-Jean		Propriété de la commune		Eglise Saint-Jean : classement par liste de 1840	1840 : classé MH		16e siècle	
PA00078254	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Eglise de la Madeleine et ancien cimetière		Propriété de la commune		Eglise : classement par liste de 1840 ; Porte de l'ancien cimetière : inscription par arrêté du 29 mai 1926	1840 : classé MH ; 1926/05/29 : inscrit MH		16e siècle ; 17e siècle	
PA00078253	recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Chambre de commerce, ancien hôtel Camusat	Audiffred (place) 10	propriété d'un établissement public		Les façades, les toitures, le mur de clôture et la porte sur la place : inscription par arrêté du 8 mai 1930 - L'escalier d'honneur et son palier, le grand salon de l'aile ouest au premier étage, les pièces du premier étage du corps central et leur décor 18e siècle (cad. BV 284) : inscription par arrêté du 26 juin 2012	1930/05/08 : inscrit MH ; 2012/06/26 : inscrit MH		3e quart 18e siècle	
PA00078252	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Cirque municipal (ancien)	Gambetta (boulevard)	Propriété de la commune		Façades et toitures : inscription par arrêté du 29 octobre 1975	1975/10/29 : inscrit MH	SCHMITT Henri (maître de l'oeuvre)	1er quart 20e siècle	
PA00078251	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Chapitre (ancien)	Saint-Pierre (place) 1	Propriété d'une société privée		Cellier (ancien) (cad. AV 130) : inscription par arrêté du 9 novembre 1984	1984/11/09 : inscrit MH		4e quart 12e siècle ; 16e siècle	
PA00078250	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Cathédrale Saint-Pierre Saint-Paul		propriété de l'état	affecté au clergé	Cathédrale Saint-Pierre : classement par liste de 1862	1862 : classé MH		13e siècle ; 16e siècle	
PA00078249	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Abbaye Saint-Martin-ès-Aires (ancienne)		Propriété de la commune		Chapelle de l'Enfant Jésus (cad. AX 85) : inscription par arrêté du 13 octobre 1987 ; Galeries du cloître, y compris la travée voûtée située à l'extrémité Nord Ouest du cloître ; ensemble des façades extérieures et des toitures des ailes Sud, Est et Nord du cloître ; escalier en bois du 17s ; grand portail d'entrée ; sol de l'ancienne église abbatiale (cad. AX 85) : classement par arrêté du 16 octobre 1989	1987/10/13 : inscrit MH ; 1989/10/16 : classé MH		17e siècle ; 18e siècle ; 3e quart 19e siècle	
PA00078248	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Troyes	Champagne-Ardenne	10	Troyes	10387	Abbaye Saint-Loup (ancienne)		Propriété de la commune		Bâtiment du 17s (cad. G 258) : inscription par arrêté du 13 août 1963	1963/08/13 : inscrit MH		17e siècle	
PA00078247	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Trouans	Champagne-Ardenne	10	Trouans	10386	Eglise de Trouan-le-Grand		Propriété de la commune		Eglise de Trouan-le-Grand : classement par arrêté du 22 juillet 1924	1924/07/22 : classé MH		16e siècle	
PA00078246	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Trouans	Champagne-Ardenne	10	Trouans	10386	Croix de cimetière	Dans le cimetière de Trouan-le-Grand	Propriété de la commune		Croix de cimetière en pierre des 14s et 16s : classement par arrêté du 14 avril 1909	1909/04/14 : classé MH		14e siècle ; 16e siècle	
PA00078245	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Trannes	Champagne-Ardenne	10	Trannes	10384	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 27 juillet 1937	1937/07/27 : inscrit MH		12e siècle	
PA00078244	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Trannes	Champagne-Ardenne	10	Trannes	10384	Tronçons de voies romaines de Langres à Remps et de Troyes à Naix				Tronçons de voies romaines : inscription par arrêté du 5 août 1982	1982/08/05 : inscrit MH		Gallo-romain	
PA00078243	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Torvilliers	Champagne-Ardenne	10	Torvilliers	10381	Eglise		Propriété de la commune		Eglise (cad. B 322) : classement par arrêté du 15 décembre 1980	1980/12/15 : classé MH		15e siècle ; 1er quart 16e siècle	
PA00078242	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Spoy	Champagne-Ardenne	10	Spoy	10374	Pont dit "Pont romain sur le Landion"		Propriété de la commune		Pont dit "Pont romain sur le Landion" (cad. NON CADASTRE ; DOMAINE PUBLIC) : classement par arrêté du 8 août 1973	1973/08/08 : classé MH		Gallo-romain	
PA00078241	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Soulaines-Dhuys	Champagne-Ardenne	10	Soulaines-Dhuys	10372	Maison communale		Propriété de la commune		La partie centrale avec l'escalier et la porte : inscription par arrêté du 19 juin 1926	1926/06/19 : inscrit MH		17e siècle	
PA00078240	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Soulaines-Dhuys	Champagne-Ardenne	10	Soulaines-Dhuys	10372	Maison	Fontaine (rue de la) ; Rampont (rue du)	Propriété d'une personne privée		Façades recouvertes d'essentes de châtaignier et toiture (cad. A 623) : inscription par arrêté du 21 janvier 1970	1970/01/21 : inscrit MH			
PA00078239	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Soulaines-Dhuys	Champagne-Ardenne	10	Soulaines-Dhuys	10372	Eglise Saint-Laurent		Propriété de la commune		Eglise : classement par arrêté du 27 mars 1914	1914/03/27 : classé MH		16e siècle	
PA00078238	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Soulaines-Dhuys	Champagne-Ardenne	10	Soulaines-Dhuys	10372	Chapelle en bois		Propriété de la commune		Chapelle en bois : classement par arrêté du 16 mars 1921	1921/03/16 : classé MH		4e quart 15e siècle	
PA00078237	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Soligny-les-Etangs	Champagne-Ardenne	10	Soligny-les-Etangs	10370	Menhir dit "la Pierre au Coq"		Propriété d'une personne privée		Menhir dit "la Pierre au Coq" (cad. C 226) : classement par arrêté du 3 avril 1959	1959/04/03 : classé MH		Néolithique	
PA00078236	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Savières	Champagne-Ardenne	10	Savières	10368	Eglise		Propriété de la commune		Eglise : classement par arrêté du 5 février 1931	1931/02/05 : classé MH		12e siècle ; 16e siècle	
PA00078235	Recensement immeubles MH	Champagne-Ardenne ; Aube ; La Saulsotte	Champagne-Ardenne	10	Saulsotte (La)	10367	Chapelle Sainte-Madeleine de Resson		Propriété d'une personne privée		Choeur et portail de l'ancienne nef : inscription par arrêté du 3 décembre 1930	1930/12/03 : inscrit MH		12e siècle ; 2e quart 13e siècle	
PA00078234	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Salon	Champagne-Ardenne	10	Salon	10365	Eglise		Propriété de la commune		Eglise (cad. R 5) : classement par arrêté du 21 décembre 1984	1984/12/21 : classé MH		12e siècle ; 16e siècle	
PA00078233	recensement immeubles MH	Champagne-Ardenne ; Aube ; Sainte-Savine	Champagne-Ardenne	10	Sainte-Savine	10362	Tumulus		propriété de la commune		Le tumulus (cad. C 660) : classement par arrêté du 29 octobre 1965	1965/10/29 : classé MH		Protohistoire	
PA00078232	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Sainte-Savine	Champagne-Ardenne	10	Sainte-Savine	10362	Eglise		Propriété de la commune		Eglise : classement par arrêté du 4 janvier 1921	1921/01/04 : classé MH		16e siècle	
PA00078231	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Thibault	Champagne-Ardenne	10	Saint-Thibault	10363	Eglise		Propriété de la commune		Portail : classement par arrêté du 28 juillet 1928	1928/07/28 : classé MH			
PA00078230	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Phal	Champagne-Ardenne	10	Saint-Phal	10359	Eglise Saint-Phal		Propriété de la commune		Eglise (cad. AD 95) : classement par arrêté du 26 décembre 1985	1985/12/26 : classé MH		4e quart 15e siècle ; 1er quart 16e siècle ; 17e siècle ; 18e siècle	
PA00078229	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Parres-aux-Tertres	Champagne-Ardenne	10	Saint-Parres-aux-Tertres	10357	Eglise		Propriété de la commune		Eglise : classement par arrêté du 26 mars 1942	1942/03/26 : classé MH		1er quart 16e siècle	
PA00078228	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Parres-aux-Tertres	Champagne-Ardenne	10	Saint-Parres-aux-Tertres	10357	Château		Propriété d'une personne privée		Façades et toitures du château et de ses dépendances (cad. A 198) : inscription par arrêté du 2 novembre 1979	1979/11/02 : inscrit MH		2e moitié 18e siècle	
PA00078227	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Nicolas-la-Chapelle	Champagne-Ardenne	10	Saint-Nicolas-la-Chapelle	10355	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 17 juin 1926	1926/06/17 : inscrit MH		12e siècle	
PA00078226	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Sainte-Maure	Champagne-Ardenne	10	Sainte-Maure	10352	Eglise Sainte-Maure		Propriété de la commune		Eglise : classement par arrêté du 20 avril 1931	1931/04/20 : classé MH		1er quart 16e siècle ; 4e quart 16e siècle	
PA00078225	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Sainte-Maure	Champagne-Ardenne	10	Sainte-Maure	10352	Château de Vermoise		Propriété d'une société privée		Façades et toitures du donjon (cad. D 1621) : inscription par arrêté du 17 octobre 1977	1977/10/17 : inscrit MH		1er quart 16e siècle	
PA00078224	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Lyé	Champagne-Ardenne	10	Saint-Lyé	10349	Eglise		Propriété de la commune		Eglise (cad. AM 7) : inscription par arrêté du 11 février 1972	1972/02/11 : inscrit MH		11e siècle ; 13e siècle ; 15e siècle	
PA00078223	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Lyé	Champagne-Ardenne	10	Saint-Lyé	10349	Château des Evêques de Troyes (ancien)		Propriété d'une personne privée		Pigeonnier : inscription par arrêté du 5 juillet 1933	1933/07/05 : inscrit MH		16e siècle	
PA00078222	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Lupien	Champagne-Ardenne	10	Saint-Lupien	10348	Eglise		Propriété de la commune		Eglise : inscription par arrêté du 7 mai 1926	1926/05/07 : inscrit MH			
PA00078221	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Léger-sous-Margerie	Champagne-Ardenne	10	Saint-Léger-sous-Margerie	10346	Eglise Saint-Léger		Propriété de la commune		Eglise Saint-Léger (cad. AB 75) : inscription par arrêté du 6 avril 1987	1987/04/06 : inscrit MH		16e siècle ; 4e quart 18e siècle ; 1er quart 19e siècle	
PA00078220	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Léger-sous-Brienne	Champagne-Ardenne	10	Saint-Léger-sous-Brienne	10345	Eglise Saint-Thibaud		Propriété de la commune		Eglise à l'exclusion du décor intérieur classé. (cad. N 141bis) : inscription par arrêté du 29 décembre 1983 ; Décor intérieur (cad. N 141bis) : classement par arrêté du 29 décembre 1983	1983/12/29 : inscrit MH ; 1983/12/29 : classé MH		4e quart 12e siècle ; 16e siècle ; 2e moitié 18e siècle	
PA00078219	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Léger-près-Troyes	Champagne-Ardenne	10	Saint-Léger-près-Troyes	10344	Eglise Saint-Léger		Propriété de la commune		Eglise (cad. C 35) : classement par arrêté du 14 mai 1980	1980/05/14 : classé MH		1er quart 16e siècle	
PA00078218	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Julien-les-Villas	Champagne-Ardenne	10	Saint-Julien-les-Villas	10343	Eglise		Propriété de la commune		Eglise, y compris le décor du 19s (cad. AN 78) : inscription par arrêté du 11 mai 1981	1981/05/11 : inscrit MH		16e siècle ; 3e quart 19e siècle	
PA00078217	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Christophe-Dodinicourt	Champagne-Ardenne	10	Saint-Christophe-Dodinicourt	10337	Tronçons de voies romaines de Langres à Remps et de Troyes à Naix				Tronçons de voies romaines : inscription par arrêté du 5 août 1982	1982/08/05 : inscrit MH		Gallo-romain	
PA00078216	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Benoist-sur-Vanne	Champagne-Ardenne	10	Saint-Benoist-sur-Vanne	10335	Château		Propriété d'une personne privée		Façades et toitures du château et des communs, la porterie, le pigeonnier, les douves et les vannes. (cad. D 138, 139, 141) : inscription par arrêté du 13 septembre 1984	1984/09/13 : inscrit MH		16e siècle ; 17e siècle	
PA00078215	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-Benoist-sur-Vanne	Champagne-Ardenne	10	Saint-Benoist-sur-Vanne	10335	Chapelle de Courmononcle		Propriété de la commune		Chapelle de Courmononcle (cad. F 11) : inscription par arrêté du 24 juin 1983	1983/06/24 : inscrit MH		12e siècle ; 16e siècle	
PA00078214	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Saint-André-les-Vergers	Champagne-Ardenne	10	Saint-André-les-Vergers	10333	Eglise Saint-André		Propriété de la commune		Eglise : classement par liste de 1840	1840 : classé MH			
PA00078213	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Rumilly-lès-Vaudes	Champagne-Ardenne	10	Rumilly-lès-Vaudes	10331	Manoir des Tourelles		Propriété de la commune		Manoir des Tourelles : classement par arrêté du 22 mai 1903	1903/05/22 : classé MH		16e siècle	
PA00078212	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Rumilly-lès-Vaudes	Champagne-Ardenne	10	Rumilly-lès-Vaudes	10331	Eglise		Propriété de la commune		Eglise : classement par liste de 1840	1840 : classé MH			
PA00078211	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Rouvres-les-Vignes	Champagne-Ardenne	10	Rouvres-les-Vignes	10330	Eglise Saint-Maurice		Propriété de la commune		Eglise Saint-Maurice (cad. A 866) : inscription par arrêté du 9 novembre 1984	1984/11/09 : inscrit MH		12e siècle ; 16e siècle ; 18e siècle	
PA00078210	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Rouilly-Sacey	Champagne-Ardenne	10	Rouilly-Sacey	10328	Eglise de Sacey		Propriété de la commune		Eglise de Sacey (cad. ZH 93) : inscription par arrêté du 12 mai 1976	1976/05/12 : inscrit MH		12e siècle ; 16e siècle	
PA00078209	Recensement immeubles MH	Champagne-Ardenne ; Aube ; La Rothière	Champagne-Ardenne	10	Rothière (La)	10327	Tronçons de voies romaines de Langres à Remps et de Troyes à Naix				Tronçons de voies romaines : inscription par arrêté du 5 août 1982	1982/08/05 : inscrit MH		Gallo-romain	
PA00078208	Recensement immeubles MH	Champagne-Ardenne ; Aube ; Rosnay-l'Hôpital	Champagne-Ardenne	10	Rosnay-l'Hôpital	10326	Eglise		Propriété de la commune		Eglise : classement par liste de 1846	1846 : classé MH		12e siècle ; 16e siècle	
